,filename,code,videoFrameCount,family,footfall_begin,footfall_end,foot,notes
65,scil1_down_03.avi,scil1,323,Gecko,93,138,FR,
66,scil1_down_05.avi,scil1,364,Gecko,91,129,FL,got all feet on forceplate - good!
67,scil1_down_05.avi,scil1,364,Gecko,152,214,HR,got all feet on forceplate - good!
68,scil1_down_07.avi,scil1,377,Gecko,116,154,FL,
69,scil1_down_07.avi,scil2,377,Gecko,154,203,HL,
70,scil1_down_09.avi,scil1,335,Gecko,50,77,FL,"footfalls overlap, but good"
71,scil1_down_09.avi,scil1,335,Gecko,67,93,FR,"footfalls overlap, but good"
72,scil1_down_09.avi,scil1,335,Gecko,73,95,HL,"footfalls overlap, but good"
73,scil1_down_10.avi,scil1,415,Gecko,141,186,FL,got all feet on forceplate - good!
74,scil1_down_10.avi,scil1,415,Gecko,116,153,FR,got all feet on forceplate - good!
75,scil1_down_10.avi,scil1,415,Gecko,174,228,HL,got all feet on forceplate - good!
76,scil1_down_10.avi,scil1,415,Gecko,214,257,HR,got all feet on forceplate - good!
77,scil1_down_15.avi,scil1,299,Gecko,146,188,HL,also got FL footfall on forceplate 
78,scil1_down_16.avi,scil1,547,Gecko,104,153,FL,also got other feet on forceplate but more towards the edge
79,scil1_up_01.avi,scil1,703,Gecko,456,562,HL,slow
80,scil1_up_02.avi,scil1,553,Gecko,143,248,FR,
81,scil1_up_02.avi,scil1,553,Gecko,238,315,HR,
82,scil1_up_04.avi,scil1,577,Gecko,196,236,HR,also got other feet on forceplate
83,scil1_up_06.avi,scil1,452,Gecko,158,198,HL,also got FL footfall on forceplate 
84,scil1_up_08.avi,scil1,404,Gecko,126,157,FL,
85,scil1_up_08.avi,scil2,404,Gecko,157,193,HL,
86,scil1_up_11.avi,scil1,256,Gecko,38,84,FR,
87,scil1_up_11.avi,scil1,256,Gecko,85,125,HR,
88,scil1_up_12.avi,scil1,641,Gecko,333,384,FR,HR on forceplate when lifting FR
89,scil1_up_12.avi,scil1,641,Gecko,378,435,HR,
90,scil1_up_13.avi,scil1,498,Gecko,54,119,FL,
91,scil1_up_13.avi,scil1,498,Gecko,209,276,HL,
92,scil1_up_14.avi,scil1,349,Gecko,108,181,HL,
93,scil1_up_17.avi,scil1,413,Gecko,117,158,FL,FR slightly touches edge of forceplate when lifting FL
94,scil1_up_18.avi,scil1,784,Gecko,300,390,FR,also has other feet on forceplate but never alone
95,scil2_down_02.avi,scil2,217,Gecko,68,84,HR,dragging HR a bit 
96,scil2_down_04.avi,scil2,195,Gecko,62,81,FL,also has other feet on forceplate but never alone and on edge
97,scil2_down_05.avi,scil2,111,Gecko,17,28,FL,FR and HL on forceplate when lifting FL
98,scil2_down_05.avi,scil2,111,Gecko,27,35,HL,HR on forceplate when lifting HL
99,scil2_down_05.avi,scil2,111,Gecko,34,42,HR,dragging HR a bit 
100,scil2_up_01.avi,scil2,655,Gecko,nan,nan,nan,pausing all the time
101,scil2_up_03.avi,scil2,878,Gecko,nan,nan,nan,pausing all the time
102,scil3_down_03.avi,scil3,256,Gecko,53,81,HL,
103,scil3_down_04.avi,scil3,347,Gecko,45,58,HR,HL on forceplate when placing HR
104,scil3_down_06.avi,scil3,488,Gecko,nan,nan,nan,pausing all the time
105,scil3_down_08.avi,scil3,473,Gecko,288,317,HL,
106,scil3_down_12.avi,scil3,186,Gecko,37,120,HL,outer toe around edge of forceplate
107,scil3_down_15.avi,scil3,426,Gecko,53,104,FR,FL on forceplate when lifting FR
108,scil3_up_01.avi,scil3,1027,Gecko,462,626,HL,also has other feet on forceplate but on edge
109,scil3_up_02.avi,scil3,426,Gecko,289,345,HR,
110,scil3_up_05.avi,scil3,517,Gecko,nan,nan,nan,pausing all the time
111,scil3_up_07.avi,scil3,333,Gecko,193,256,HR,on corner of forceplate
112,scil3_up_09.avi,scil3,548,Gecko,nan,nan,nan,pausing all the time
113,scil3_up_10.avi,scil3,370,Gecko,48,122,FL,FR and HL on forceplate when lifting FL
114,scil3_up_11.avi,scil3,285,Gecko,102,199,HL,on edge 
115,scil3_up_13.avi,scil3,385,Gecko,nan,nan,nan,pausing all the time
116,scil3_up_14.avi,scil3,548,Gecko,208,268,HL,
117,seld1_down_03.avi,seld1,1730,Gecko,778,1045,HL,
118,seld1_up_01.avi,seld1,962,Gecko,307,384,FR,also has other feet on forceplate but never alone
119,seld1_up_01.avi,seld1,962,Gecko,355,442,FL,also has other feet on forceplate but never alone
120,seld1_up_01.avi,seld1,962,Gecko,389,457,HR,also has other feet on forceplate but never alone
121,seld1_up_02.avi,seld1,2154,Gecko,nan,nan,nan,pausing all the time
122,seld1_up_04.avi,seld1,1231,Gecko,nan,nan,nan,pausing all the time
123,umill1_down_03.avi,umill1,505,Gecko,149,232,FL,
124,umill1_down_05.avi,umill1,380,Gecko,72,119,FL,
125,umill1_down_05.avi,umill1,380,Gecko,171,247,HL,
126,umill1_down_06.avi,umill1,622,Gecko,186,267,FL,HL on forceplate when lifting FL
127,umill1_down_06.avi,umill1,622,Gecko,346,473,HL,dragging HL a bit
128,umill1_down_11.avi,umill1,865,Gecko,527,614,HR,
129,umill1_up_01.avi,umill1,730,Gecko,38,219,FR,has other feet on forceplate at the same time
130,umill1_up_01.avi,umill1,730,Gecko,160,292,FL,has other feet on forceplate at the same time
131,umill1_up_01.avi,umill1,730,Gecko,270,408,HL,has other feet on forceplate at the same time
132,umill1_up_01.avi,umill1,730,Gecko,350,496,HR,
133,umill1_up_02.avi,umill1,658,Gecko,nan,nan,nan,pausing all the time
134,umill1_up_04.avi,umill1,306,Gecko,64,134,FL,
135,umill1_up_04.avi,umill1,306,Gecko,119,201,HL,
136,umill1_up_07.avi,umill1,469,Gecko,32,117,FR,has other feet on forceplate at the same time
137,umill1_up_07.avi,umill1,469,Gecko,84,168,FL,has other feet on forceplate at the same time
138,umill1_up_07.avi,umill1,469,Gecko,164,234,HL,has other feet on forceplate at the same time
139,umill1_up_08.avi,umill1,365,Gecko,83,171,FL,
140,umill1_up_08.avi,umill1,365,Gecko,164,262,HL,
141,umill1_up_09.avi,umill1,456,Gecko,132,246,FL,HL on forceplate when lifting FL
142,umill1_up_10.avi,umill1,937,Gecko,178,350,FR,
143,umill1_up_10.avi,umill1,937,Gecko,571,777,HR,
144,umill1_up_12.avi,umill1,437,Gecko,83,181,FR,
145,umill1_up_12.avi,umill1,437,Gecko,157,266,HR,
146,umill1_up_13.avi,umill1,748,Gecko,nan,nan,nan,pausing all the time
147,umill2_down_01.avi,umill2,788,Gecko,nan,nan,nan,pausing all the time
